"Population at year end";"127";"Akaa";"020";"male";1990;7840;7840
"Population at year end";"127";"Akaa";"020";"male";1991;7849;7849
"Population at year end";"127";"Akaa";"020";"male";1992;7901;7901
"Population at year end";"127";"Akaa";"020";"male";1993;7891;7891
"Population at year end";"127";"Akaa";"020";"male";1994;7841;7841
"Population at year end";"127";"Akaa";"020";"male";1995;7819;7819
"Population at year end";"127";"Akaa";"020";"male";1996;7807;7807
"Population at year end";"127";"Akaa";"020";"male";1997;7779;7779
"Population at year end";"127";"Akaa";"020";"male";1998;7796;7796
"Population at year end";"127";"Akaa";"020";"male";1999;7849;7849
"Population at year end";"127";"Akaa";"020";"male";2000;7855;7855
"Population at year end";"127";"Akaa";"020";"male";2001;7900;7900
"Population at year end";"127";"Akaa";"020";"male";2002;7989;7989
"Population at year end";"127";"Akaa";"020";"male";2003;8070;8070
"Population at year end";"127";"Akaa";"020";"male";2004;8090;8090
"Population at year end";"127";"Akaa";"020";"male";2005;8119;8119
"Population at year end";"127";"Akaa";"020";"male";2006;8176;8176
"Population at year end";"127";"Akaa";"020";"male";2007;8229;8229
"Population at year end";"127";"Akaa";"020";"male";2008;8289;8289
"Population at year end";"127";"Akaa";"020";"male";2009;8311;8311
"Population at year end";"127";"Akaa";"020";"male";2010;8413;8413
"Population at year end";"127";"Akaa";"020";"male";2011;8461;8461
"Population at year end";"127";"Akaa";"020";"male";2012;8489;8489
"Population at year end";"127";"Akaa";"020";"male";2013;8509;8509
"Population at year end";"127";"Akaa";"020";"male";2014;8476;8476
"Population at year end";"127";"Akaa";"020";"male";2015;8490;8490
"Population at year end";"127";"Akaa";"020";"male";2016;8446;8446
"Population at year end";"127";"Akaa";"020";"male";2017;8390;8390
"Population at year end";"127";"Akaa";"020";"male";2018;8331;8331
"Population at year end";"127";"Akaa";"020";"male";2019;8263;8263
"Population at year end";"127";"Akaa";"020";"male";2020;8249;8249
"Population at year end";"127";"Akaa";"020";"male";2021;8281;8281
"Population at year end";"127";"Akaa";"020";"male";2022;8278;8278
"Population at year end";"127";"Akaa";"020";"male";2023;8239;8239
"Population at year end";"127";"Akaa";"020";"female";1990;8208;8208
"Population at year end";"127";"Akaa";"020";"female";1991;8247;8247
"Population at year end";"127";"Akaa";"020";"female";1992;8300;8300
"Population at year end";"127";"Akaa";"020";"female";1993;8251;8251
"Population at year end";"127";"Akaa";"020";"female";1994;8197;8197
"Population at year end";"127";"Akaa";"020";"female";1995;8167;8167
"Population at year end";"127";"Akaa";"020";"female";1996;8117;8117
"Population at year end";"127";"Akaa";"020";"female";1997;8061;8061
"Population at year end";"127";"Akaa";"020";"female";1998;8061;8061
"Population at year end";"127";"Akaa";"020";"female";1999;8105;8105
"Population at year end";"127";"Akaa";"020";"female";2000;8090;8090
"Population at year end";"127";"Akaa";"020";"female";2001;8122;8122
"Population at year end";"127";"Akaa";"020";"female";2002;8128;8128
"Population at year end";"127";"Akaa";"020";"female";2003;8199;8199
"Population at year end";"127";"Akaa";"020";"female";2004;8234;8234
"Population at year end";"127";"Akaa";"020";"female";2005;8303;8303
"Population at year end";"127";"Akaa";"020";"female";2006;8410;8410
"Population at year end";"127";"Akaa";"020";"female";2007;8509;8509
"Population at year end";"127";"Akaa";"020";"female";2008;8548;8548
"Population at year end";"127";"Akaa";"020";"female";2009;8547;8547
"Population at year end";"127";"Akaa";"020";"female";2010;8599;8599
"Population at year end";"127";"Akaa";"020";"female";2011;8630;8630
"Population at year end";"127";"Akaa";"020";"female";2012;8645;8645
"Population at year end";"127";"Akaa";"020";"female";2013;8599;8599
"Population at year end";"127";"Akaa";"020";"female";2014;8574;8574
"Population at year end";"127";"Akaa";"020";"female";2015;8553;8553
"Population at year end";"127";"Akaa";"020";"female";2016;8477;8477
"Population at year end";"127";"Akaa";"020";"female";2017;8379;8379
"Population at year end";"127";"Akaa";"020";"female";2018;8280;8280
"Population at year end";"127";"Akaa";"020";"female";2019;8212;8212
"Population at year end";"127";"Akaa";"020";"female";2020;8142;8142
"Population at year end";"127";"Akaa";"020";"female";2021;8186;8186
"Population at year end";"127";"Akaa";"020";"female";2022;8195;8195
"Population at year end";"127";"Akaa";"020";"female";2023;8166;8166
"Population at year end";"127";"Akaa";"020";"combined";1990;16048;16048
"Population at year end";"127";"Akaa";"020";"combined";1991;16096;16096
"Population at year end";"127";"Akaa";"020";"combined";1992;16201;16201
"Population at year end";"127";"Akaa";"020";"combined";1993;16142;16142
"Population at year end";"127";"Akaa";"020";"combined";1994;16038;16038
"Population at year end";"127";"Akaa";"020";"combined";1995;15986;15986
"Population at year end";"127";"Akaa";"020";"combined";1996;15924;15924
"Population at year end";"127";"Akaa";"020";"combined";1997;15840;15840
"Population at year end";"127";"Akaa";"020";"combined";1998;15857;15857
"Population at year end";"127";"Akaa";"020";"combined";1999;15954;15954
"Population at year end";"127";"Akaa";"020";"combined";2000;15945;15945
"Population at year end";"127";"Akaa";"020";"combined";2001;16022;16022
"Population at year end";"127";"Akaa";"020";"combined";2002;16117;16117
"Population at year end";"127";"Akaa";"020";"combined";2003;16269;16269
"Population at year end";"127";"Akaa";"020";"combined";2004;16324;16324
"Population at year end";"127";"Akaa";"020";"combined";2005;16422;16422
"Population at year end";"127";"Akaa";"020";"combined";2006;16586;16586
"Population at year end";"127";"Akaa";"020";"combined";2007;16738;16738
"Population at year end";"127";"Akaa";"020";"combined";2008;16837;16837
"Population at year end";"127";"Akaa";"020";"combined";2009;16858;16858
"Population at year end";"127";"Akaa";"020";"combined";2010;17012;17012
"Population at year end";"127";"Akaa";"020";"combined";2011;17091;17091
"Population at year end";"127";"Akaa";"020";"combined";2012;17134;17134
"Population at year end";"127";"Akaa";"020";"combined";2013;17108;17108
"Population at year end";"127";"Akaa";"020";"combined";2014;17050;17050
"Population at year end";"127";"Akaa";"020";"combined";2015;17043;17043
"Population at year end";"127";"Akaa";"020";"combined";2016;16923;16923
"Population at year end";"127";"Akaa";"020";"combined";2017;16769;16769
"Population at year end";"127";"Akaa";"020";"combined";2018;16611;16611
"Population at year end";"127";"Akaa";"020";"combined";2019;16475;16475
"Population at year end";"127";"Akaa";"020";"combined";2020;16391;16391
"Population at year end";"127";"Akaa";"020";"combined";2021;16467;16467
"Population at year end";"127";"Akaa";"020";"combined";2022;16473;16473
"Population at year end";"127";"Akaa";"020";"combined";2023;16405;16405
"Population at year end";"127";"Alajärvi";"005";"male";1990;5926;5926
"Population at year end";"127";"Alajärvi";"005";"male";1991;5939;5939
"Population at year end";"127";"Alajärvi";"005";"male";1992;5944;5944
"Population at year end";"127";"Alajärvi";"005";"male";1993;5934;5934
"Population at year end";"127";"Alajärvi";"005";"male";1994;5944;5944
"Population at year end";"127";"Alajärvi";"005";"male";1995;5895;5895
"Population at year end";"127";"Alajärvi";"005";"male";1996;5869;5869
"Population at year end";"127";"Alajärvi";"005";"male";1997;5837;5837
"Population at year end";"127";"Alajärvi";"005";"male";1998;5796;5796
"Population at year end";"127";"Alajärvi";"005";"male";1999;5774;5774
"Population at year end";"127";"Alajärvi";"005";"male";2000;5711;5711
"Population at year end";"127";"Alajärvi";"005";"male";2001;5660;5660
"Population at year end";"127";"Alajärvi";"005";"male";2002;5599;5599
"Population at year end";"127";"Alajärvi";"005";"male";2003;5539;5539
"Population at year end";"127";"Alajärvi";"005";"male";2004;5535;5535
"Population at year end";"127";"Alajärvi";"005";"male";2005;5459;5459
"Population at year end";"127";"Alajärvi";"005";"male";2006;5397;5397
"Population at year end";"127";"Alajärvi";"005";"male";2007;5373;5373
"Population at year end";"127";"Alajärvi";"005";"male";2008;5347;5347
"Population at year end";"127";"Alajärvi";"005";"male";2009;5306;5306
"Population at year end";"127";"Alajärvi";"005";"male";2010;5246;5246
"Population at year end";"127";"Alajärvi";"005";"male";2011;5175;5175
"Population at year end";"127";"Alajärvi";"005";"male";2012;5156;5156
"Population at year end";"127";"Alajärvi";"005";"male";2013;5152;5152
"Population at year end";"127";"Alajärvi";"005";"male";2014;5102;5102
"Population at year end";"127";"Alajärvi";"005";"male";2015;5033;5033
"Population at year end";"127";"Alajärvi";"005";"male";2016;4993;4993
"Population at year end";"127";"Alajärvi";"005";"male";2017;4948;4948
"Population at year end";"127";"Alajärvi";"005";"male";2018;4905;4905
"Population at year end";"127";"Alajärvi";"005";"male";2019;4846;4846
"Population at year end";"127";"Alajärvi";"005";"male";2020;4770;4770
"Population at year end";"127";"Alajärvi";"005";"male";2021;4712;4712
"Population at year end";"127";"Alajärvi";"005";"male";2022;4636;4636
"Population at year end";"127";"Alajärvi";"005";"male";2023;4602;4602
"Population at year end";"127";"Alajärvi";"005";"female";1990;6037;6037
"Population at year end";"127";"Alajärvi";"005";"female";1991;6043;6043
"Population at year end";"127";"Alajärvi";"005";"female";1992;6079;6079
