"Sale of alcoholic beverages per capita, as litres of pure alcohol";"714";"Akaa";"020";"combined";1990;6.8;109878
"Sale of alcoholic beverages per capita, as litres of pure alcohol";"714";"Akaa";"020";"combined";1991;6.7;108471
"Sale of alcoholic beverages per capita, as litres of pure alcohol";"714";"Akaa";"020";"combined";1992;6.3;102339
"Sale of alcoholic beverages per capita, as litres of pure alcohol";"714";"Akaa";"020";"combined";1993;5.9;95400
"Sale of alcoholic beverages per capita, as litres of pure alcohol";"714";"Akaa";"020";"combined";1994;5.8;92709
"Sale of alcoholic beverages per capita, as litres of pure alcohol";"714";"Akaa";"020";"combined";1995;6.0;96162
"Sale of alcoholic beverages per capita, as litres of pure alcohol";"714";"Akaa";"020";"combined";1996;6.0;96212
"Sale of alcoholic beverages per capita, as litres of pure alcohol";"714";"Akaa";"020";"combined";1997;6.4;101257
"Sale of alcoholic beverages per capita, as litres of pure alcohol";"714";"Akaa";"020";"combined";1998;6.5;102927
"Sale of alcoholic beverages per capita, as litres of pure alcohol";"714";"Akaa";"020";"combined";1999;6.4;102621
"Sale of alcoholic beverages per capita, as litres of pure alcohol";"714";"Akaa";"020";"combined";2000;6.6;104496
"Sale of alcoholic beverages per capita, as litres of pure alcohol";"714";"Akaa";"020";"combined";2001;6.8;109224
"Sale of alcoholic beverages per capita, as litres of pure alcohol";"714";"Akaa";"020";"combined";2002;7.5;120407
"Sale of alcoholic beverages per capita, as litres of pure alcohol";"714";"Akaa";"020";"combined";2003;7.5;121277
"Sale of alcoholic beverages per capita, as litres of pure alcohol";"714";"Akaa";"020";"combined";2004;7.7;126150
"Sale of alcoholic beverages per capita, as litres of pure alcohol";"714";"Akaa";"020";"combined";2005;7.3;119281
"Sale of alcoholic beverages per capita, as litres of pure alcohol";"714";"Akaa";"020";"combined";2006;7.5;125026
"Sale of alcoholic beverages per capita, as litres of pure alcohol";"714";"Akaa";"020";"combined";2007;7.3;122724
"Sale of alcoholic beverages per capita, as litres of pure alcohol";"714";"Akaa";"020";"combined";2008;7.3;122360
"Sale of alcoholic beverages per capita, as litres of pure alcohol";"714";"Akaa";"020";"combined";2009;7.1;120071
"Sale of alcoholic beverages per capita, as litres of pure alcohol";"714";"Akaa";"020";"combined";2010;6.8;115963
"Sale of alcoholic beverages per capita, as litres of pure alcohol";"714";"Akaa";"020";"combined";2011;6.9;117729
"Sale of alcoholic beverages per capita, as litres of pure alcohol";"714";"Akaa";"020";"combined";2012;6.2;106573
"Sale of alcoholic beverages per capita, as litres of pure alcohol";"714";"Akaa";"020";"combined";2013;6.2;106307
"Sale of alcoholic beverages per capita, as litres of pure alcohol";"714";"Akaa";"020";"combined";2014;6.1;104736
"Sale of alcoholic beverages per capita, as litres of pure alcohol";"714";"Akaa";"020";"combined";2015;5.9;100057
"Sale of alcoholic beverages per capita, as litres of pure alcohol";"714";"Akaa";"020";"combined";2016;5.8;98955
