"Population at year end";"127";"Central Finland";"13";"male";1990;125353;125353
"Population at year end";"127";"Central Finland";"13";"female";1990;129186;129186
"Population at year end";"127";"Central Finland";"13";"combined";1990;254539;254539
"Population at year end";"127";"Central Finland";"13";"male";1991;126307;126307
"Population at year end";"127";"Central Finland";"13";"female";1991;130173;130173
"Population at year end";"127";"Central Finland";"13";"combined";1991;256480;256480
"Population at year end";"127";"Central Finland";"13";"male";1992;126981;126981
"Population at year end";"127";"Central Finland";"13";"female";1992;130738;130738
"Population at year end";"127";"Central Finland";"13";"combined";1992;257719;257719
"Population at year end";"127";"Central Finland";"13";"male";1993;127416;127416
"Population at year end";"127";"Central Finland";"13";"female";1993;131069;131069
"Population at year end";"127";"Central Finland";"13";"combined";1993;258485;258485
"Population at year end";"127";"Central Finland";"13";"male";1994;127715;127715
"Population at year end";"127";"Central Finland";"13";"female";1994;131677;131677
"Population at year end";"127";"Central Finland";"13";"combined";1994;259392;259392
"Population at year end";"127";"Central Finland";"13";"male";1995;127883;127883
"Population at year end";"127";"Central Finland";"13";"female";1995;131895;131895
"Population at year end";"127";"Central Finland";"13";"combined";1995;259778;259778
"Population at year end";"127";"Central Finland";"13";"male";1996;128488;128488
"Population at year end";"127";"Central Finland";"13";"female";1996;132347;132347
"Population at year end";"127";"Central Finland";"13";"combined";1996;260835;260835
"Population at year end";"127";"Central Finland";"13";"male";1997;128790;128790
"Population at year end";"127";"Central Finland";"13";"female";1997;132769;132769
"Population at year end";"127";"Central Finland";"13";"combined";1997;261559;261559
"Population at year end";"127";"Central Finland";"13";"male";1998;128762;128762
"Population at year end";"127";"Central Finland";"13";"female";1998;132992;132992
"Population at year end";"127";"Central Finland";"13";"combined";1998;261754;261754
"Population at year end";"127";"Central Finland";"13";"male";1999;128915;128915
"Population at year end";"127";"Central Finland";"13";"female";1999;133191;133191
"Population at year end";"127";"Central Finland";"13";"combined";1999;262106;262106
"Population at year end";"127";"Central Finland";"13";"male";2000;129323;129323
"Population at year end";"127";"Central Finland";"13";"female";2000;133387;133387
"Population at year end";"127";"Central Finland";"13";"combined";2000;262710;262710
"Population at year end";"127";"Central Finland";"13";"male";2001;129651;129651
"Population at year end";"127";"Central Finland";"13";"female";2001;133923;133923
